timestamp,activity_level,day_of_week
2023-05-01 06:01:28,74.97130688204659,Monday
2023-05-01 06:01:29,79.82298325965841,Monday
2023-05-01 06:01:30,65.9585063352372,Monday
2023-05-01 06:01:31,65.10563999373234,Monday
2023-05-01 06:01:32,86.51812979210487,Monday
2023-05-01 06:01:33,52.93551877468495,Monday
2023-05-01 06:01:34,53.61736208910717,Monday
2023-05-01 06:01:35,61.759891881773406,Monday
2023-05-01 06:01:36,83.39022029874165,Monday
2023-05-01 06:01:37,35.73028613933907,Monday
2023-05-01 06:01:38,72.50141050902901,Monday
2023-05-01 06:01:39,78.33643077514618,Monday
2023-05-01 06:01:40,81.99001195623131,Monday
2023-05-01 06:01:41,54.7282432127911,Monday
2023-05-01 06:01:42,66.31744117179905,Monday
2023-05-01 06:01:43,60.08513121126412,Monday
2023-05-01 06:01:44,90.13147081079778,Monday
2023-05-01 06:01:45,69.70761855352113,Monday
2023-05-01 06:01:46,33.43180199300209,Monday
2023-05-01 06:01:47,94.25692167327426,Monday
2023-05-01 06:01:48,98.7716935179659,Monday
2023-05-01 06:01:49,77.4010711126598,Monday
2023-05-01 06:01:50,91.28193387247057,Monday
2023-05-01 06:01:51,80.47628862993945,Monday
2023-05-01 06:01:52,92.25946661285604,Monday
2023-05-01 06:01:53,65.00838681401821,Monday
2023-05-01 06:01:54,85.0307221314154,Monday
2023-05-01 06:01:55,80.63839552850756,Monday
2023-05-01 06:01:56,61.15024771259519,Monday
2023-05-01 06:01:57,93.57604761674477,Monday
2023-05-01 06:01:58,70.4695642461639,Monday
2023-05-01 06:01:59,82.12670387953486,Monday
2023-05-01 06:02:00,59.74529365084443,Monday
2023-05-01 06:02:01,54.09761114895739,Monday
2023-05-01 06:02:02,82.40209482285753,Monday
2023-05-01 06:02:03,70.37896363270036,Monday
2023-05-01 06:02:04,53.66220271844342,Monday
2023-05-01 06:02:05,58.55511019882479,Monday
2023-05-01 06:02:06,94.7226069482811,Monday
2023-05-01 06:02:07,58.047992375272216,Monday
2023-05-01 06:02:08,57.38109240235877,Monday
2023-05-01 06:02:09,51.728003305596964,Monday
2023-05-01 06:02:10,93.57445705502654,Monday
2023-05-01 06:02:11,70.81375639054336,Monday
2023-05-01 06:02:12,95.39659715139426,Monday
2023-05-01 06:02:13,65.19172342745793,Monday
2023-05-01 06:02:14,84.21919376494193,Monday
2023-05-01 06:02:15,100.0,Monday
2023-05-01 06:02:16,69.83360912877082,Monday
2023-05-01 06:02:17,76.4828039245482,Monday
2023-05-01 06:02:18,89.24860497690203,Monday
2023-05-01 06:02:19,94.95338523649504,Monday
2023-05-01 06:02:20,85.69306335555648,Monday
2023-05-01 06:02:21,86.59246308392231,Monday
2023-05-01 06:02:22,60.9965613619508,Monday
2023-05-01 06:02:23,97.6905582134785,Monday
2023-05-01 06:02:24,77.64424607274665,Monday
2023-05-01 06:02:25,91.18118993941448,Monday
2023-05-01 06:02:26,74.28081921298367,Monday
2023-05-01 06:02:27,81.88431726275276,Monday
2023-05-01 06:02:28,82.13845866339857,Monday
2023-05-01 06:02:29,41.25336969355078,Monday
2023-05-01 06:02:30,100.0,Monday
2023-05-01 06:02:31,41.605824020784546,Monday
2023-05-01 06:02:32,69.41737584133438,Monday
2023-05-01 06:02:33,70.75693799210086,Monday
2023-05-01 06:02:34,78.85439882563801,Monday
2023-05-01 06:02:35,75.0836122229515,Monday
2023-05-01 06:02:36,71.300029543792,Monday
2023-05-01 06:02:37,60.04140890838355,Monday
2023-05-01 06:02:38,54.20285880622985,Monday
2023-05-01 06:02:39,46.81028132880055,Monday
2023-05-01 06:02:40,93.26316926732461,Monday
2023-05-01 06:02:41,95.85032009926412,Monday
2023-05-01 06:02:42,94.22158653804144,Monday
2023-05-01 06:02:43,69.31437884986029,Monday
2023-05-01 06:02:44,42.51366173045768,Monday
2023-05-01 06:02:45,54.4030294578971,Monday
2023-05-01 06:02:46,70.58254889437019,Monday
2023-05-01 06:02:47,39.992844121857836,Monday
2023-05-01 06:02:48,78.67006898814914,Monday
2023-05-01 06:02:49,81.24610470941255,Monday
2023-05-01 06:02:50,39.987747687598116,Monday
2023-05-01 06:02:51,95.99882711814286,Monday
2023-05-01 06:02:52,58.12962267167456,Monday
2023-05-01 06:02:53,94.0156048428991,Monday
2023-05-01 06:02:54,80.54537878809833,Monday
2023-05-01 06:02:55,99.7290268353684,Monday
2023-05-01 06:02:56,52.07026332138121,Monday
2023-05-01 06:02:57,69.46556812562568,Monday
2023-05-01 06:02:58,74.66996131776297,Monday
2023-05-01 06:02:59,43.31892714249102,Monday
2023-05-01 06:03:00,69.0466315975283,Monday
2023-05-01 06:03:01,66.80892985307501,Monday
2023-05-01 06:03:02,58.23933201389956,Monday
2023-05-01 06:03:03,100.0,Monday
2023-05-01 06:03:04,68.13326856026976,Monday
2023-05-01 06:03:05,57.39376289319196,Monday
2023-05-01 06:03:06,72.72230859255403,Monday
2023-05-01 06:03:07,72.41757409852677,Monday
2023-05-01 06:03:08,73.74910305193735,Monday
2023-05-01 06:03:09,60.268748923293764,Monday
2023-05-01 06:03:10,75.18947196451697,Monday
2023-05-01 06:03:11,57.706749185102645,Monday
2023-05-01 06:03:12,80.25837683257782,Monday
2023-05-01 06:03:13,66.9886307386777,Monday
2023-05-01 06:03:14,86.86742639757651,Monday
2023-05-01 06:03:15,73.12463386731925,Monday
2023-05-01 06:03:16,84.81429367763057,Monday
2023-05-01 06:03:17,85.72238711995222,Monday
2023-05-01 06:03:18,88.28481705305919,Monday
2023-05-01 06:03:19,93.65010971695371,Monday
2023-05-01 06:03:20,56.33540256337397,Monday
2023-05-01 06:03:21,64.25936736389413,Monday
2023-05-01 06:03:22,84.50270313367837,Monday
2023-05-01 06:03:23,38.10363083309668,Monday
2023-05-01 06:03:24,72.11517606997518,Monday
2023-05-01 06:03:25,56.94364169136419,Monday
2023-05-01 06:03:26,76.36845203918502,Monday
2023-05-01 06:03:27,52.67132550319518,Monday
2023-05-01 06:03:28,75.4855676513941,Monday
2023-05-01 06:03:29,80.21785501795036,Monday
2023-05-01 06:03:30,80.2145372739467,Monday
2023-05-01 06:03:31,63.64162697671484,Monday
2023-05-01 06:03:32,36.3352464166193,Monday
2023-05-01 06:03:33,100.0,Monday
2023-05-01 06:03:34,54.12114286258603,Monday
2023-05-01 06:03:35,66.46915657274423,Monday
2023-05-01 06:03:36,50.615138930148724,Monday
2023-05-01 06:03:37,83.85898400975321,Monday
2023-05-01 06:03:38,65.76304394892767,Monday
2023-05-01 06:03:39,65.90090841719365,Monday
2023-05-01 06:03:40,72.04848497773224,Monday
2023-05-01 06:03:41,93.80971938032897,Monday
2023-05-01 06:03:42,66.57080909070596,Monday
2023-05-01 06:03:43,51.22827814372106,Monday
2023-05-01 06:03:44,68.85852027794115,Monday
2023-05-01 06:03:45,29.84659774594658,Monday
2023-05-01 06:03:46,51.93754319785399,Monday
2023-05-01 06:03:47,46.43842301499757,Monday
2023-05-01 06:03:48,73.01893802746612,Monday
2023-05-01 06:03:49,82.41846640672685,Monday
2023-05-01 06:03:50,93.05166837902081,Monday
2023-05-01 06:03:51,40.171497792105534,Monday
2023-05-01 06:03:52,60.03260449358491,Monday
2023-05-01 06:03:53,86.5979894990583,Monday
2023-05-01 06:03:54,74.67009619260746,Monday
2023-05-01 06:03:55,38.71673149453403,Monday
2023-05-01 06:03:56,69.8206623963059,Monday
2023-05-01 06:03:57,73.14687411886572,Monday
2023-05-01 06:03:58,63.36168100557759,Monday
2023-05-01 06:03:59,100.0,Monday
2023-05-01 06:04:00,92.74634937040304,Monday
2023-05-01 06:04:01,100.0,Monday
2023-05-01 06:04:02,48.04294544985839,Monday
2023-05-01 06:04:03,61.18975021451533,Monday
2023-05-01 06:04:04,83.12209208504989,Monday
2023-05-01 06:04:05,57.015169073490284,Monday
2023-05-01 06:04:06,86.53556938683859,Monday
2023-05-01 06:04:07,50.00507116084709,Monday
2023-05-01 06:04:08,92.52246821267077,Monday
2023-05-01 06:04:09,54.33575048046088,Monday
2023-05-01 06:04:10,50.78796032732607,Monday
2023-05-01 06:04:11,78.12629277232907,Monday
2023-05-01 06:04:12,69.94758324671896,Monday
2023-05-01 06:04:13,84.18055064980565,Monday
2023-05-01 06:04:14,66.56166487494997,Monday
2023-05-01 06:04:15,68.71462786907817,Monday
2023-05-01 06:04:16,29.161539594624823,Monday
2023-05-01 06:04:17,52.594238437002296,Monday
2023-05-01 06:04:18,78.6159145400337,Monday
2023-05-01 06:04:19,55.21230850448926,Monday
2023-05-01 06:04:20,75.88925647776763,Monday
2023-05-01 06:04:21,70.90056243808476,Monday
2023-05-01 06:04:22,83.47691372435095,Monday
2023-05-01 06:04:23,67.79236597858555,Monday
2023-05-01 06:04:24,100.0,Monday
2023-05-01 06:04:25,100.0,Monday
2023-05-01 06:04:26,73.82116306483303,Monday
2023-05-01 06:04:27,89.92113137759411,Monday
2023-05-01 06:04:28,77.16227479824103,Monday
2023-05-01 06:04:29,72.43811311457046,Monday
2023-05-01 06:04:30,89.40188853688886,Monday
2023-05-01 06:04:31,51.83077619235902,Monday
2023-05-01 06:04:32,63.0533768684551,Monday
2023-05-01 06:04:33,45.65735919846167,Monday
2023-05-01 06:04:34,82.4658103762653,Monday
2023-05-01 06:04:35,85.97046205833244,Monday
2023-05-01 06:04:36,71.1301324939662,Monday
2023-05-01 06:04:37,88.86213109178489,Monday
2023-05-01 06:04:38,47.84127238510222,Monday
2023-05-01 06:04:39,63.37863212377109,Monday
2023-05-01 06:04:40,58.47110037783282,Monday
2023-05-01 06:04:41,60.9076384379154,Monday
2023-05-01 06:04:42,96.83148512130562,Monday
2023-05-01 06:04:43,30.36579724964689,Monday
2023-05-01 06:04:44,100.0,Monday
2023-05-01 06:04:45,58.96989027997547,Monday
2023-05-01 06:04:46,84.17579405746784,Monday
2023-05-01 06:04:47,70.02789974452611,Monday
2023-05-01 06:04:48,80.34628373022882,Monday
2023-05-01 06:04:49,76.69028735202542,Monday
2023-05-01 06:04:50,63.04223969815341,Monday
2023-05-01 06:04:51,55.49891599708389,Monday
2023-05-01 06:04:52,86.99330497801438,Monday
2023-05-01 06:04:53,71.66353177817611,Monday
2023-05-01 06:04:54,85.20436289311496,Monday
2023-05-01 06:04:55,50.17954585486435,Monday
2023-05-01 06:04:56,84.10512539279073,Monday
2023-05-01 06:04:57,73.10427282328968,Monday
2023-05-01 06:04:58,79.02385646350085,Monday
2023-05-01 06:04:59,68.18517913750605,Monday
2023-05-01 06:05:00,96.32919065446609,Monday
2023-05-01 06:05:01,68.8280618344077,Monday
2023-05-01 06:05:02,100.0,Monday
2023-05-01 06:05:03,78.36668285737454,Monday
2023-05-01 06:05:04,49.67585970667879,Monday
2023-05-01 06:05:05,85.60772785812831,Monday
2023-05-01 06:05:06,55.72231422272996,Monday
2023-05-01 06:05:07,72.72733262179187,Monday
2023-05-01 06:05:08,57.71087806515323,Monday
2023-05-01 06:05:09,62.913340392260544,Monday
2023-05-01 06:05:10,77.15645775312187,Monday
2023-05-01 06:05:11,84.3142298124742,Monday
2023-05-01 06:05:12,98.45351998424285,Monday
2023-05-01 06:05:13,92.6773430784883,Monday
2023-05-01 06:05:14,67.87567522351709,Monday
2023-05-01 06:05:15,63.34887316809151,Monday
2023-05-01 06:05:16,68.262623567463,Monday
2023-05-01 06:05:17,64.73537472565069,Monday
2023-05-01 06:05:18,55.66520278187551,Monday
2023-05-01 06:05:19,63.89614702408426,Monday
2023-05-01 06:05:20,65.58107523771905,Monday
2023-05-01 06:05:21,82.40810173360838,Monday
2023-05-01 06:05:22,54.80228520039447,Monday
2023-05-01 06:05:23,50.43818154062175,Monday
2023-05-01 06:05:24,47.055616723949456,Monday
2023-05-01 06:05:25,50.997968385018616,Monday
2023-05-01 06:05:26,75.56551218353192,Monday
2023-05-01 06:05:27,90.13260491735919,Monday
2023-05-01 06:05:28,83.98471058832071,Monday
2023-05-01 06:05:29,50.78076379037727,Monday
2023-05-01 06:05:30,92.69299036559141,Monday
2023-05-01 06:05:31,87.16131228424092,Monday
2023-05-01 06:05:32,81.719632415455,Monday
2023-05-01 06:05:33,44.79321688662387,Monday
2023-05-01 06:05:34,46.93865532529504,Monday
2023-05-01 06:05:35,82.50785533541638,Monday
2023-05-01 06:05:36,76.75556279421822,Monday
2023-05-01 06:05:37,83.7518989271752,Monday
2023-05-01 06:05:38,89.06487324935789,Monday
2023-05-01 06:05:39,73.68384601254826,Monday
2023-05-01 06:05:40,77.745379298244,Monday
2023-05-01 06:05:41,64.86871350933157,Monday
2023-05-01 06:05:42,73.74321601629515,Monday
2023-05-01 06:05:43,89.13963313773301,Monday
2023-05-01 06:05:44,100.0,Monday
2023-05-01 06:05:45,74.07257094644837,Monday
2023-05-01 06:05:46,98.0301126749681,Monday
2023-05-01 06:05:47,76.96772355882412,Monday
2023-05-01 06:05:48,58.99734461724705,Monday
2023-05-01 06:05:49,42.94525627129667,Monday
2023-05-01 06:05:50,74.60910200908654,Monday
2023-05-01 06:05:51,82.21914022117707,Monday
2023-05-01 06:05:52,81.39520988067152,Monday
2023-05-01 06:05:53,58.32548442579689,Monday
2023-05-01 06:05:54,89.54857372627092,Monday
2023-05-01 06:05:55,78.4670967862586,Monday
2023-05-01 06:05:56,85.12570210905925,Monday
2023-05-01 06:05:57,56.15933737701735,Monday
2023-05-01 06:05:58,69.42649862606675,Monday
2023-05-01 06:05:59,61.72906354480669,Monday
2023-05-01 06:06:00,38.545492016090705,Monday
2023-05-01 06:06:01,60.039442653065365,Monday
2023-05-01 06:06:02,62.73174421128684,Monday
2023-05-01 06:06:03,84.40547502061135,Monday
2023-05-01 06:06:04,69.21471988988229,Monday
2023-05-01 06:06:05,82.71146946383797,Monday
2023-05-01 06:06:06,56.37172794409336,Monday
2023-05-01 06:06:07,53.848735439478766,Monday
2023-05-01 06:06:08,75.6698475623373,Monday
2023-05-01 06:06:09,59.887630972188035,Monday
2023-05-01 06:06:10,62.745737749216495,Monday
2023-05-01 06:06:11,90.58483318046125,Monday
2023-05-01 06:06:12,63.67398441033783,Monday
2023-05-01 06:06:13,64.06183384753132,Monday
2023-05-01 06:06:14,57.568959108270136,Monday
2023-05-01 06:06:15,66.36962310798297,Monday
2023-05-01 06:06:16,64.00540089250433,Monday
2023-05-01 06:06:17,86.48018713820748,Monday
2023-05-01 06:06:18,28.98413685913,Monday
2023-05-01 06:06:19,100.0,Monday
2023-05-01 06:06:20,35.70927240405119,Monday
2023-05-01 06:06:21,59.160409849508206,Monday
2023-05-01 06:06:22,85.58651538519347,Monday
2023-05-01 06:06:23,47.563024071071474,Monday
2023-05-01 06:06:24,58.93444715338398,Monday
2023-05-01 06:06:25,73.03056139542274,Monday
2023-05-01 06:06:26,91.31872167857739,Monday
2023-05-01 06:06:27,81.07185761844931,Monday
2023-05-01 06:06:28,100.0,Monday
2023-05-01 06:06:29,83.48936464917514,Monday
2023-05-01 06:06:30,72.19599050496689,Monday
2023-05-01 06:06:31,83.04194087349,Monday
2023-05-01 06:06:32,97.929188052767,Monday
2023-05-01 06:06:33,76.70225815532406,Monday
2023-05-01 06:06:34,65.5663528562994,Monday
2023-05-01 06:06:35,56.143253995074666,Monday
2023-05-01 06:06:36,45.86351291230628,Monday
2023-05-01 06:06:37,81.39263159391118,Monday
2023-05-01 06:06:38,81.87619446226935,Monday
2023-05-01 06:06:39,83.01381430030935,Monday
2023-05-01 06:06:40,65.96673725645762,Monday
2023-05-01 06:06:41,83.11244209722153,Monday
2023-05-01 06:06:42,71.30726460566017,Monday
2023-05-01 06:06:43,51.96703708838827,Monday
2023-05-01 06:06:44,82.29137462963703,Monday
2023-05-01 06:06:45,67.66284434236962,Monday
2023-05-01 06:06:46,69.12933225704006,Monday
2023-05-01 06:06:47,87.8377848962894,Monday
2023-05-01 06:06:48,78.1193766068472,Monday
2023-05-01 06:06:49,92.85962787153026,Monday
2023-05-01 06:06:50,46.26607923328021,Monday
2023-05-01 06:06:51,100.0,Monday
2023-05-01 06:06:52,65.5408372642143,Monday
2023-05-01 06:06:53,92.35184536524243,Monday
2023-05-01 06:06:54,93.69719102977986,Monday
2023-05-01 06:06:55,66.29427128602761,Monday
2023-05-01 06:06:56,61.500044177152844,Monday
2023-05-01 06:06:57,34.02343944353171,Monday
2023-05-01 06:06:58,78.51902437803179,Monday
2023-05-01 06:06:59,54.342358200596315,Monday
2023-05-01 06:07:00,100.0,Monday
2023-05-01 06:07:01,87.82711001986122,Monday
2023-05-01 06:07:02,88.31982914037386,Monday
2023-05-01 06:07:03,66.08351732173803,Monday
2023-05-01 06:07:04,80.91583215797574,Monday
2023-05-01 06:07:05,76.65436207328291,Monday
2023-05-01 06:07:06,85.3441797385093,Monday
2023-05-01 06:07:07,66.31381819019398,Monday
2023-05-01 06:07:08,62.48077944909869,Monday
2023-05-01 06:07:09,51.40277638324561,Monday
2023-05-01 06:07:10,85.39731288096189,Monday
2023-05-01 06:07:11,100.0,Monday
2023-05-01 06:07:12,100.0,Monday
2023-05-01 06:07:13,68.7294329062324,Monday
2023-05-01 06:07:14,78.1281622321123,Monday
2023-05-01 06:07:15,52.02005750042495,Monday
2023-05-01 06:07:16,80.57553744504105,Monday
2023-05-01 06:07:17,79.01007677287929,Monday
2023-05-01 06:07:18,26.431040282408382,Monday
2023-05-01 06:07:19,81.24787608685,Monday
2023-05-01 06:07:20,87.20149267951503,Monday
2023-05-01 06:07:21,66.83346020201023,Monday
2023-05-01 06:07:22,100.0,Monday
2023-05-01 06:07:23,49.73637957431154,Monday
2023-05-01 06:07:24,91.03777330691322,Monday
2023-05-01 06:07:25,63.73594494133914,Monday
2023-05-01 06:07:26,76.99072574167877,Monday
2023-05-01 06:07:27,67.58868085583609,Monday
2023-05-01 06:07:28,31.806628885082755,Monday
2023-05-01 06:07:29,57.284007136956355,Monday
2023-05-01 06:07:30,100.0,Monday
2023-05-01 06:07:31,78.6246437043023,Monday
2023-05-01 06:07:32,68.0450710084608,Monday
2023-05-01 06:07:33,63.44574730433953,Monday
2023-05-01 06:07:34,80.02781013989552,Monday
2023-05-01 06:07:35,57.56030587494184,Monday
2023-05-01 06:07:36,66.67877361299823,Monday
2023-05-01 06:07:37,50.688163413613964,Monday
2023-05-01 06:07:38,64.58996633097495,Monday
2023-05-01 06:07:39,59.65692895796683,Monday
2023-05-01 06:07:40,86.90622239171668,Monday
2023-05-01 06:07:41,68.22763924193548,Monday
2023-05-01 06:07:42,64.92095186520376,Monday
2023-05-01 06:07:43,64.51898454507362,Monday
2023-05-01 06:07:44,100.0,Monday
2023-05-01 06:07:45,90.04319573459762,Monday
2023-05-01 06:07:46,43.47817719039104,Monday
2023-05-01 06:07:47,50.8381773992048,Monday
2023-05-01 06:07:48,63.967879667428676,Monday
2023-05-01 06:07:49,54.940926209532655,Monday
2023-05-01 06:07:50,82.28479203571789,Monday
2023-05-01 06:07:51,70.7326609863398,Monday
2023-05-01 06:07:52,67.77949518590516,Monday
2023-05-01 06:07:53,65.90039751560953,Monday
2023-05-01 06:07:54,69.88230306896614,Monday
2023-05-01 06:07:55,67.68784263232818,Monday
2023-05-01 06:07:56,93.15736819188164,Monday
2023-05-01 06:07:57,73.54082756428112,Monday
2023-05-01 06:07:58,71.46474106863579,Monday
2023-05-01 06:07:59,69.28757936497173,Monday
2023-05-01 06:08:00,65.00992986018564,Monday
2023-05-01 06:08:01,66.63453195841836,Monday
2023-05-01 06:08:02,100.0,Monday
2023-05-01 06:08:03,66.8356495919599,Monday
2023-05-01 06:08:04,74.90059277145762,Monday
2023-05-01 06:08:05,72.81801483916244,Monday
2023-05-01 06:08:06,94.85466593414792,Monday
2023-05-01 06:08:07,90.18720310350074,Monday
2023-05-01 06:08:08,33.800409875698364,Monday
2023-05-01 06:08:09,56.20890739596157,Monday
2023-05-01 06:08:10,63.57806876008427,Monday
2023-05-01 06:08:11,70.35800740324176,Monday
2023-05-01 06:08:12,58.80073256031196,Monday
2023-05-01 06:08:13,72.33060123300712,Monday
2023-05-01 06:08:14,100.0,Monday
2023-05-01 06:08:15,51.09677774170833,Monday
2023-05-01 06:08:16,41.5197906276348,Monday
2023-05-01 06:08:17,92.53579438642204,Monday
2023-05-01 06:08:18,69.8259336878682,Monday
2023-05-01 06:08:19,77.08561180298392,Monday
2023-05-01 06:08:20,58.62991258901423,Monday
2023-05-01 06:08:21,48.68043502335684,Monday
2023-05-01 06:08:22,60.55025946606144,Monday
2023-05-01 06:08:23,41.12348230340363,Monday
2023-05-01 06:08:24,62.25036568957775,Monday
2023-05-01 06:08:25,47.04574139653917,Monday
2023-05-01 06:08:26,63.075072459849906,Monday
2023-05-01 06:08:27,95.45115846421082,Monday
2023-05-01 06:08:28,84.67974040723121,Monday
2023-05-01 06:08:29,94.52628649773156,Monday
2023-05-01 06:08:30,72.45211811366073,Monday
2023-05-01 06:08:31,69.38264869342048,Monday
2023-05-01 06:08:32,60.572669206593226,Monday
2023-05-01 06:08:33,76.19136787121899,Monday
2023-05-01 06:08:34,71.1012349767153,Monday
2023-05-01 06:08:35,57.16982429186222,Monday
2023-05-01 06:08:36,25.09045663322419,Monday
2023-05-01 06:08:37,66.378363042047,Monday
2023-05-01 06:08:38,48.93641818020858,Monday
2023-05-01 06:08:39,76.49077367399849,Monday
2023-05-01 06:08:40,75.09640022708727,Monday
2023-05-01 06:08:41,63.94383705013845,Monday
2023-05-01 06:08:42,80.84130272871754,Monday
2023-05-01 06:08:43,84.30012311542707,Monday
2023-05-01 06:08:44,26.108003100886446,Monday
2023-05-01 06:08:45,70.91767636610136,Monday
2023-05-01 06:08:46,56.5628920398675,Monday
2023-05-01 06:08:47,95.87278945184585,Monday
2023-05-01 06:08:48,74.30638559714916,Monday
2023-05-01 06:08:49,93.50023174901023,Monday
2023-05-01 06:08:50,54.00356690637007,Monday
2023-05-01 06:08:51,82.5861721364069,Monday
2023-05-01 06:08:52,87.7991189886055,Monday
2023-05-01 06:08:53,69.86624947489562,Monday
2023-05-01 06:08:54,71.00602851610486,Monday
2023-05-01 06:08:55,63.54337165270578,Monday
2023-05-01 06:08:56,77.68173353529167,Monday
2023-05-01 06:08:57,58.777986180499155,Monday
2023-05-01 06:08:58,85.19146762985906,Monday
2023-05-01 06:08:59,85.57325159564563,Monday
2023-05-01 06:09:00,70.20581528922925,Monday
2023-05-01 06:09:01,93.17045473368623,Monday
2023-05-01 06:09:02,82.14795438860736,Monday
2023-05-01 06:09:03,60.39786969969842,Monday
2023-05-01 06:09:04,88.98041522809439,Monday
2023-05-01 06:09:05,66.76258613055309,Monday
2023-05-01 06:09:06,55.52972939187711,Monday
2023-05-01 06:09:07,68.43350400474945,Monday
2023-05-01 06:09:08,49.672410630344345,Monday
2023-05-01 06:09:09,74.50714648192,Monday
2023-05-01 06:09:10,84.93103436648387,Monday
2023-05-01 06:09:11,52.354228229759435,Monday
2023-05-01 06:09:12,74.24322954577835,Monday
2023-05-01 06:09:13,96.85176141035424,Monday
2023-05-01 06:09:14,100.0,Monday
2023-05-01 06:09:15,100.0,Monday
2023-05-01 06:09:16,76.75474178259917,Monday
2023-05-01 06:09:17,68.70235425204466,Monday
2023-05-01 06:09:18,54.09146977358831,Monday
2023-05-01 06:09:19,71.4331241779471,Monday
2023-05-01 06:09:20,73.35671273052903,Monday
2023-05-01 06:09:21,76.63999542172316,Monday
2023-05-01 06:09:22,61.205750218249754,Monday
2023-05-01 06:09:23,83.44759369915829,Monday
